100 20 0.9
1 4 19 112.30
1 5 20 113.85
1 6 21 107.71
1 7 22 106.62
1 8 23 108.12
1 9 24 107.01
1 10 25 108.94
1 11 26 104.75
1 12 27 99.92
1 13 28 91.99
1 14 29 91.85
1 15 30 103.06
1 16 31 108.44
1 17 32 106.28
1 18 33 105.38
1 19 34 99.81
1 20 35 106.29
1 21 36 100.86
1 22 37 98.60
1 23 38 107.16
1 24 39 109.21
1 25 40 111.18
1 26 41 110.15
1 27 42 108.33
1 28 43 111.71
1 29 44 113.44
1 30 45 114.64
1 31 46 109.87
1 32 47 105.81
1 33 48 102.91
1 34 49 105.12
1 35 50 106.59
1 36 51 104.07
1 37 52 107.43
1 38 53 107.90
1 39 54 108.95
1 40 55 100.75
1 41 56 103.37
1 42 57 103.51
1 43 58 111.15
1 44 59 113.77
1 45 60 117.22
1 46 61 117.19
1 47 62 112.66
1 48 63 111.66
1 49 64 109.57
1 50 65 110.16
1 51 66 113.78
1 52 67 118.78
1 53 68 117.77
1 54 69 112.92
1 55 70 113.62
1 56 71 108.86
1 57 72 112.08
1 58 73 113.32
1 59 74 109.91
1 60 75 105.37
1 61 76 113.41
1 62 77 112.31
1 63 78 104.80
1 64 79 107.19
1 65 80 108.34
1 66 81 112.99
1 67 82 118.67
1 68 83 117.34
1 69 84 113.38
1 70 85 115.55
1 71 86 120.33
1 72 87 120.87
1 73 88 115.08
1 74 89 111.89
1 75 90 108.73
1 76 91 105.32
1 77 92 107.59
1 78 93 113.88
1 79 94 119.35
1 80 95 114.46
1 81 96 106.58
1 82 97 105.19
1 83 98 99.12
1 84 99 102.54
1 85 100 94.94
1 1 17 117.86
1 2 18 114.17
1 3 19 117.52
1 4 20 117.60
1 5 21 118.84
1 6 22 112.75
1 7 23 114.47
1 8 24 111.12
1 9 25 110.66
1 10 26 112.14
1 11 27 107.70
1 12 28 104.61
1 13 29 100.33
1 14 30 106.17
1 15 31 112.22
1 16 32 114.45
1 17 33 107.28
1 18 34 109.67
1 19 35 112.96
1 20 36 107.53
1 21 37 109.39
1 22 38 109.03
1 23 39 111.22
1 24 40 116.57
1 25 41 114.35
1 26 42 113.03
1 27 43 114.64
1 28 44 122.70
1 29 45 118.25
1 30 46 122.42
1 31 47 110.21
1 32 48 115.75
1 33 49 107.20
1 34 50 109.82
1 35 51 113.46
1 36 52 112.20
1 37 53 108.52
1 38 54 111.96
1 39 55 113.32
1 40 56 108.87
1 41 57 105.71
1 42 58 116.12
1 43 59 114.05
1 44 60 124.23
1 45 61 126.80
1 46 62 120.74
1 47 63 114.34
1 48 64 118.69
1 49 65 111.94
1 50 66 115.35
1 51 67 120.64
1 52 68 119.22
1 53 69 122.55
1 54 70 114.91
1 55 71 117.11
1 56 72 117.47
1 57 73 115.90
1 58 74 119.27
1 59 75 116.90
1 60 76 113.87
1 61 77 114.04
1 62 78 115.55
1 63 79 113.91
1 64 80 112.43
1 65 81 123.63
1 66 82 129.39
1 67 83 123.32
1 68 84 122.88
1 69 85 120.15
1 70 86 121.40
1 71 87 122.71
1 72 88 125.78
1 73 89 121.17
1 74 90 117.12
1 75 91 111.20
1 76 92 117.20
1 77 93 114.51
1 78 94 122.31
1 79 95 124.59
1 80 96 119.21
1 81 97 114.40
1 82 98 106.41
1 83 99 107.54
1 84 100 105.07
1 1 18 119.27
1 2 19 123.76
1 3 20 125.86
1 4 21 119.51
1 5 22 123.85
1 6 23 119.50
1 7 24 120.92
1 8 25 113.40
1 9 26 112.89
1 10 27 113.20
1 11 28 117.47
1 12 29 111.67
1 13 30 113.50
1 14 31 118.23
1 15 32 125.04
1 16 33 116.16
1 17 34 110.42
1 18 35 115.84
1 19 36 115.98
1 20 37 117.02
1 21 38 115.05
1 22 39 115.75
1 23 40 119.10
1 24 41 117.04
1 25 42 115.73
1 26 43 119.13
1 27 44 125.38
1 28 45 123.40
1 29 46 125.57
1 30 47 125.26
1 31 48 118.27
1 32 49 120.61
1 33 50 117.93
1 34 51 116.82
1 35 52 115.04
1 36 53 122.62
1 37 54 113.03
1 38 55 122.51
1 39 56 114.37
1 40 57 110.46
1 41 58 123.75
1 42 59 120.49
1 43 60 124.84
1 44 61 130.88
1 45 62 126.93
1 46 63 121.49
1 47 64 118.78
1 48 65 119.57
1 49 66 118.03
1 50 67 126.77
1 51 68 121.83
1 52 69 128.29
1 53 70 124.54
1 54 71 118.11
1 55 72 121.44
1 56 73 122.24
1 57 74 122.12
1 58 75 121.35
1 59 76 121.07
1 60 77 115.90
1 61 78 119.03
1 62 79 118.91
1 63 80 114.46
1 64 81 126.37
1 65 82 129.43
1 66 83 131.47
1 67 84 124.88
1 68 85 127.20
1 69 86 122.83
1 70 87 126.11
1 71 88 131.89
1 72 89 129.48
1 73 90 121.97
1 74 91 117.34
1 75 92 118.87
1 76 93 117.63
1 77 94 123.20
1 78 95 126.86
1 79 96 126.89
1 80 97 124.65
1 81 98 114.53
1 82 99 108.41
1 83 100 111.66
1 1 19 125.31
1 2 20 127.26
1 3 21 126.70
1 4 22 127.40
1 5 23 130.28
1 6 24 127.35
1 7 25 122.68
1 8 26 122.57
1 9 27 116.04
1 10 28 120.27
1 11 29 120.46
1 12 30 122.44
1 13 31 123.42
1 14 32 125.46
1 15 33 125.61
1 16 34 121.70
1 17 35 120.35
1 18 36 120.38
1 19 37 117.99
1 20 38 122.05
1 21 39 116.08
1 22 40 121.85
1 23 41 119.33
1 24 42 118.49
1 25 43 121.67
1 26 44 125.77
1 27 45 127.78
1 28 46 126.45
1 29 47 134.08
1 30 48 129.66
1 31 49 127.54
1 32 50 121.93
1 33 51 122.15
1 34 52 120.35
1 35 53 126.87
1 36 54 122.69
1 37 55 122.53
1 38 56 124.14
1 39 57 118.36
1 40 58 125.83
1 41 59 126.85
1 42 60 126.26
1 43 61 131.33
1 44 62 139.62
1 45 63 131.50
1 46 64 125.09
1 47 65 122.31
1 48 66 128.20
1 49 67 128.96
1 50 68 132.48
1 51 69 131.23
1 52 70 129.57
1 53 71 133.06
1 54 72 132.10
1 55 73 128.99
1 56 74 133.34
1 57 75 127.31
1 58 76 129.83
1 59 77 123.93
1 60 78 130.71
1 61 79 122.45
1 62 80 125.15
1 63 81 127.40
1 64 82 136.57
1 65 83 141.07
1 66 84 134.44
1 67 85 128.61
1 68 86 128.81
1 69 87 129.57
1 70 88 131.96
1 71 89 135.43
1 72 90 131.57
1 73 91 129.35
1 74 92 123.51
1 75 93 129.04
1 76 94 126.48
1 77 95 128.50
1 78 96 127.86
1 79 97 137.82
1 80 98 127.61
1 81 99 121.02
1 82 100 114.66
1 1 20 127.28
1 2 21 130.17
1 3 22 130.41
1 4 23 132.10
1 5 24 131.48
1 6 25 127.48
1 7 26 123.15
1 8 27 123.42
1 9 28 127.51
1 10 29 122.91
1 11 30 127.78
1 12 31 135.37
1 13 32 129.87
1 14 33 125.71
1 15 34 128.47
1 16 35 129.24
1 17 36 125.34
1 18 37 124.14
1 19 38 124.49
1 20 39 126.24
1 21 40 125.02
1 22 41 122.74
1 23 42 123.80
1 24 43 123.15
1 25 44 129.13
1 26 45 138.53
1 27 46 132.58
1 28 47 135.99
1 29 48 135.33
1 30 49 141.79
1 31 50 129.06
1 32 51 126.24
1 33 52 122.97
1 34 53 128.82
1 35 54 131.40
1 36 55 123.93
1 37 56 128.52
1 38 57 129.37
1 39 58 126.32
1 40 59 130.47
1 41 60 136.64
1 42 61 135.70
1 43 62 140.05
1 44 63 142.26
1 45 64 138.88
1 46 65 133.65
1 47 66 131.61
1 48 67 131.77
1 49 68 140.97
1 50 69 135.21
1 51 70 132.72
1 52 71 137.61
1 53 72 138.94
1 54 73 135.37
1 55 74 136.34
1 56 75 134.30
1 57 76 130.97
1 58 77 131.72
1 59 78 133.56
1 60 79 136.05
1 61 80 133.52
1 62 81 134.36
1 63 82 140.70
1 64 83 141.66
1 65 84 143.16
1 66 85 138.30
1 67 86 141.47
1 68 87 131.81
1 69 88 132.22
1 70 89 135.73
1 71 90 135.77
1 72 91 136.93
1 73 92 131.33
1 74 93 129.52
1 75 94 130.82
1 76 95 129.67
1 77 96 138.57
1 78 97 139.12
1 79 98 138.51
1 80 99 129.30
1 81 100 130.89
1 1 21 132.12
1 2 22 133.90
1 3 23 135.32
1 4 24 132.22
1 5 25 133.69
1 6 26 130.06
1 7 27 131.64
1 8 28 127.98
1 9 29 129.30
1 10 30 137.34
1 11 31 141.42
1 12 32 142.82
1 13 33 135.94
1 14 34 128.51
1 15 35 129.95
1 16 36 137.21
1 17 37 131.37
1 18 38 128.90
1 19 39 131.05
1 20 40 133.77
1 21 41 128.76
1 22 42 125.85
1 23 43 134.36
1 24 44 130.03
1 25 45 142.75
1 26 46 140.08
1 27 47 136.40
1 28 48 138.97
1 29 49 147.44
1 30 50 141.94
1 31 51 138.69
1 32 52 129.70
1 33 53 133.76
1 34 54 133.42
1 35 55 135.91
1 36 56 136.07
1 37 57 133.25
1 38 58 134.45
1 39 59 136.37
1 40 60 137.87
1 41 61 137.35
1 42 62 141.07
1 43 63 147.20
1 44 64 144.55
1 45 65 145.32
1 46 66 145.32
1 47 67 137.62
1 48 68 141.07
1 49 69 148.20
1 50 70 137.67
1 51 71 141.75
1 52 72 149.38
1 53 73 139.82
1 54 74 145.68
1 55 75 136.88
1 56 76 138.68
1 57 77 136.80
1 58 78 141.91
1 59 79 140.36
1 60 80 137.55
1 61 81 135.83
1 62 82 140.96
1 63 83 141.85
1 64 84 143.49
1 65 85 148.12
1 66 86 145.41
1 67 87 142.27
1 68 88 142.58
1 69 89 137.96
1 70 90 140.98
1 71 91 142.89
1 72 92 140.37
1 73 93 134.07
1 74 94 133.03
1 75 95 141.22
1 76 96 139.11
1 77 97 139.98
1 78 98 142.16
1 79 99 141.71
1 80 100 139.00
1 1 22 136.85
1 2 23 143.59
1 3 24 140.07
1 4 25 135.27
1 5 26 135.24
1 6 27 136.97
1 7 28 133.90
1 8 29 139.98
1 9 30 142.47
1 10 31 144.68
1 11 32 147.37
1 12 33 145.54
1 13 34 136.16
1 14 35 139.28
1 15 36 142.51
1 16 37 139.36
1 17 38 138.82
1 18 39 134.43
1 19 40 137.30
1 20 41 136.62
1 21 42 129.42
1 22 43 136.14
1 23 44 135.70
1 24 45 143.39
1 25 46 146.22
1 26 47 143.39
1 27 48 139.67
1 28 49 148.49
1 29 50 150.15
1 30 51 152.68
1 31 52 141.14
1 32 53 142.15
1 33 54 140.69
1 34 55 141.15
1 35 56 141.80
1 36 57 145.07
1 37 58 136.56
1 38 59 145.50
1 39 60 141.37
1 40 61 141.14
1 41 62 143.44
1 42 63 150.73
1 43 64 151.41
1 44 65 146.33
1 45 66 149.32
1 46 67 145.63
1 47 68 149.17
1 48 69 148.77
1 49 70 151.12
1 50 71 146.09
1 51 72 150.24
1 52 73 150.58
1 53 74 148.34
1 54 75 150.54
1 55 76 148.19
1 56 77 147.32
1 57 78 145.51
1 58 79 143.22
1 59 80 144.22
1 60 81 147.68
1 61 82 145.74
1 62 83 145.59
1 63 84 145.63
1 64 85 151.64
1 65 86 149.59
1 66 87 146.77
1 67 88 145.13
1 68 89 147.16
1 69 90 143.58
1 70 91 143.27
1 71 92 149.39
1 72 93 141.57
1 73 94 134.45
1 74 95 144.69
1 75 96 145.67
1 76 97 144.61
1 77 98 145.92
1 78 99 145.77
1 79 100 146.08
1 1 23 145.00
1 2 24 144.62
1 3 25 148.87
1 4 26 143.37
1 5 27 140.69
1 6 28 138.48
1 7 29 139.99
1 8 30 144.20
1 9 31 149.99
1 10 32 147.52
1 11 33 147.89
1 12 34 147.29
1 13 35 143.33
1 14 36 145.87
1 15 37 146.02
1 16 38 141.14
1 17 39 142.48
1 18 40 138.47
1 19 41 141.50
1 20 42 139.18
1 21 43 141.65
1 22 44 138.12
1 23 45 145.07
1 24 46 150.95
1 25 47 148.53
1 26 48 145.97
1 27 49 155.49
1 28 50 152.68
1 29 51 158.14
1 30 52 156.80
1 31 53 146.56
1 32 54 152.40
1 33 55 141.76
1 34 56 145.06
1 35 57 145.78
1 36 58 145.44
1 37 59 149.19
1 38 60 148.50
1 39 61 142.63
1 40 62 150.84
1 41 63 154.68
1 42 64 155.49
1 43 65 152.07
1 44 66 157.03
1 45 67 151.77
1 46 68 155.18
1 47 69 159.65
1 48 70 152.65
1 49 71 151.74
1 50 72 155.06
1 51 73 151.14
1 52 74 157.98
1 53 75 152.22
1 54 76 154.22
1 55 77 148.66
1 56 78 154.57
1 57 79 153.02
1 58 80 151.33
1 59 81 153.76
1 60 82 152.53
1 61 83 149.98
1 62 84 152.44
1 63 85 151.96
1 64 86 154.34
1 65 87 155.85
1 66 88 150.95
1 67 89 153.72
1 68 90 154.55
1 69 91 148.90
1 70 92 152.80
1 71 93 153.47
1 72 94 151.36
1 73 95 147.26
1 74 96 148.51
1 75 97 151.39
1 76 98 148.07
1 77 99 148.10
1 78 100 154.53
1 1 24 151.74
1 2 25 153.20
1 3 26 152.17
1 4 27 147.12
1 5 28 143.29
1 6 29 147.73
1 7 30 144.87
1 8 31 156.01
1 9 32 150.94
1 10 33 150.88
1 11 34 150.06
1 12 35 153.12
1 13 36 151.58
1 14 37 149.34
1 15 38 149.63
1 16 39 153.72
1 17 40 143.86
1 18 41 144.43
1 19 42 141.69
1 20 43 144.10
1 21 44 147.04
1 22 45 147.28
1 23 46 155.69
1 24 47 151.09
1 25 48 149.93
1 26 49 159.73
1 27 50 156.59
1 28 51 162.16
1 29 52 159.53
1 30 53 157.90
1 31 54 153.83
1 32 55 152.99
1 33 56 148.48
1 34 57 150.22
1 35 58 150.91
1 36 59 158.04
1 37 60 150.16
1 38 61 150.58
1 39 62 151.02
1 40 63 163.06
1 41 64 156.95
1 42 65 158.24
1 43 66 163.84
1 44 67 162.18
1 45 68 161.52
1 46 69 163.92
1 47 70 161.16
1 48 71 154.45
1 49 72 155.70
1 50 73 155.42
1 51 74 160.52
1 52 75 161.46
1 53 76 156.33
1 54 77 157.28
1 55 78 162.46
1 56 79 158.38
1 57 80 161.55
1 58 81 158.74
1 59 82 155.80
1 60 83 153.20
1 61 84 158.58
1 62 85 160.63
1 63 86 159.50
1 64 87 160.50
1 65 88 156.66
1 66 89 157.63
1 67 90 154.79
1 68 91 155.94
1 69 92 154.50
1 70 93 155.89
1 71 94 154.02
1 72 95 155.88
1 73 96 149.62
1 74 97 158.37
1 75 98 152.21
1 76 99 156.63
1 77 100 154.77
1 1 25 156.34
1 2 26 155.29
1 3 27 156.31
1 4 28 149.76
1 5 29 151.65
1 6 30 158.32
1 7 31 158.67
1 8 32 157.25
1 9 33 151.82
1 10 34 163.44
1 11 35 158.64
1 12 36 157.36
1 13 37 151.95
1 14 38 151.20
1 15 39 157.18
1 16 40 155.41
1 17 41 148.92
1 18 42 150.07
1 19 43 154.99
1 20 44 153.19
1 21 45 149.36
1 22 46 156.14
1 23 47 158.71
1 24 48 159.06
1 25 49 162.65
1 26 50 161.24
1 27 51 165.33
1 28 52 164.52
1 29 53 162.13
1 30 54 160.72
1 31 55 159.78
1 32 56 157.31
1 33 57 161.53
1 34 58 159.58
1 35 59 163.89
1 36 60 159.11
1 37 61 155.22
1 38 62 153.40
1 39 63 163.11
1 40 64 163.88
1 41 65 160.32
1 42 66 167.29
1 43 67 165.11
1 44 68 164.76
1 45 69 165.29
1 46 70 167.20
1 47 71 163.20
1 48 72 159.24
1 49 73 161.98
1 50 74 161.66
1 51 75 165.95
1 52 76 163.83
1 53 77 165.64
1 54 78 164.86
1 55 79 167.02
1 56 80 172.40
1 57 81 163.53
1 58 82 172.88
1 59 83 159.76
1 60 84 159.15
1 61 85 161.34
1 62 86 161.23
1 63 87 160.80
1 64 88 165.67
1 65 89 166.70
1 66 90 162.91
1 67 91 168.24
1 68 92 163.24
1 69 93 160.63
1 70 94 157.77
1 71 95 167.11
1 72 96 157.53
1 73 97 158.64
1 74 98 160.95
1 75 99 164.06
1 76 100 158.82
1 1 26 159.04
1 2 27 162.06
1 3 28 159.68
1 4 29 159.42
1 5 30 167.43
1 6 31 169.70
1 7 32 165.51
1 8 33 162.93
1 9 34 163.65
1 10 35 165.83
1 11 36 164.94
1 12 37 159.24
1 13 38 157.98
1 14 39 160.83
1 15 40 158.57
1 16 41 159.79
1 17 42 152.90
1 18 43 155.20
1 19 44 155.00
1 20 45 156.11
1 21 46 161.73
1 22 47 160.02
1 23 48 161.43
1 24 49 163.97
1 25 50 164.42
1 26 51 171.17
1 27 52 171.28
1 28 53 169.51
1 29 54 169.22
1 30 55 161.30
1 31 56 163.47
1 32 57 162.72
1 33 58 161.64
1 34 59 169.36
1 35 60 164.69
1 36 61 167.86
1 37 62 155.61
1 38 63 170.39
1 39 64 171.54
1 40 65 164.18
1 41 66 171.42
1 42 67 167.31
1 43 68 165.32
1 44 69 174.03
1 45 70 170.95
1 46 71 170.08
1 47 72 173.93
1 48 73 165.71
1 49 74 171.66
1 50 75 168.19
1 51 76 169.41
1 52 77 173.01
1 53 78 174.87
1 54 79 172.61
1 55 80 172.95
1 56 81 173.79
1 57 82 180.16
1 58 83 173.38
1 59 84 161.65
1 60 85 162.92
1 61 86 163.44
1 62 87 164.37
1 63 88 167.27
1 64 89 172.32
1 65 90 167.32
1 66 91 175.28
1 67 92 169.83
1 68 93 165.63
1 69 94 161.07
1 70 95 169.34
1 71 96 167.27
1 72 97 165.68
1 73 98 161.80
1 74 99 165.53
1 75 100 166.18
1 1 27 163.96
1 2 28 164.56
1 3 29 161.25
1 4 30 168.45
1 5 31 171.83
1 6 32 170.71
1 7 33 166.29
1 8 34 169.25
1 9 35 167.61
1 10 36 174.40
1 11 37 173.14
1 12 38 161.59
1 13 39 163.76
1 14 40 164.38
1 15 41 166.92
1 16 42 160.59
1 17 43 162.33
1 18 44 161.67
1 19 45 157.84
1 20 46 166.14
1 21 47 161.79
1 22 48 168.67
1 23 49 170.47
1 24 50 165.79
1 25 51 173.02
1 26 52 174.46
1 27 53 173.16
1 28 54 177.89
1 29 55 169.76
1 30 56 175.36
1 31 57 166.01
1 32 58 163.30
1 33 59 174.33
1 34 60 173.44
1 35 61 176.57
1 36 62 170.12
1 37 63 172.64
1 38 64 174.11
1 39 65 172.64
1 40 66 174.39
1 41 67 176.32
1 42 68 174.52
1 43 69 174.63
1 44 70 179.33
1 45 71 173.89
1 46 72 180.33
1 47 73 175.93
1 48 74 173.53
1 49 75 174.95
1 50 76 170.21
1 51 77 177.83
1 52 78 182.01
1 53 79 176.02
1 54 80 179.92
1 55 81 182.14
1 56 82 189.96
1 57 83 181.00
1 58 84 180.31
1 59 85 169.83
1 60 86 163.97
1 61 87 171.21
1 62 88 168.66
1 63 89 172.71
1 64 90 172.39
1 65 91 175.41
1 66 92 178.43
1 67 93 173.43
1 68 94 169.09
1 69 95 172.93
1 70 96 172.38
1 71 97 172.29
1 72 98 171.79
1 73 99 170.52
1 74 100 168.35
1 1 28 165.88
1 2 29 169.24
1 3 30 173.47
1 4 31 171.98
1 5 32 179.53
1 6 33 175.58
1 7 34 177.79
1 8 35 171.07
1 9 36 174.93
1 10 37 180.04
1 11 38 176.13
1 12 39 163.96
1 13 40 172.57
1 14 41 169.22
1 15 42 170.76
1 16 43 169.42
1 17 44 168.17
1 18 45 163.79
1 19 46 170.18
1 20 47 167.54
1 21 48 168.70
1 22 49 171.21
1 23 50 172.88
1 24 51 175.39
1 25 52 179.13
1 26 53 175.92
1 27 54 177.91
1 28 55 180.51
1 29 56 176.50
1 30 57 179.00
1 31 58 173.10
1 32 59 176.02
1 33 60 175.34
1 34 61 177.66
1 35 62 176.66
1 36 63 173.50
1 37 64 178.40
1 38 65 181.47
1 39 66 177.48
1 40 67 181.66
1 41 68 178.12
1 42 69 184.51
1 43 70 181.75
1 44 71 179.88
1 45 72 182.44
1 46 73 181.34
1 47 74 182.55
1 48 75 181.04
1 49 76 180.05
1 50 77 180.17
1 51 78 186.78
1 52 79 186.39
1 53 80 186.36
1 54 81 194.27
1 55 82 195.58
1 56 83 192.72
1 57 84 182.08
1 58 85 185.21
1 59 86 176.59
1 60 87 174.97
1 61 88 179.44
1 62 89 175.32
1 63 90 180.87
1 64 91 179.52
1 65 92 181.85
1 66 93 183.97
1 67 94 175.35
1 68 95 178.85
1 69 96 174.37
1 70 97 182.61
1 71 98 178.14
1 72 99 172.97
1 73 100 173.46
1 1 29 171.80
1 2 30 178.94
1 3 31 190.46
1 4 32 183.11
1 5 33 182.42
1 6 34 178.51
1 7 35 179.23
1 8 36 178.29
1 9 37 180.66
1 10 38 181.66
1 11 39 180.23
1 12 40 173.39
1 13 41 174.86
1 14 42 171.05
1 15 43 180.09
1 16 44 183.84
1 17 45 174.63
1 18 46 170.73
1 19 47 175.19
1 20 48 172.09
1 21 49 176.24
1 22 50 180.05
1 23 51 183.25
1 24 52 180.94
1 25 53 184.95
1 26 54 182.17
1 27 55 180.75
1 28 56 186.65
1 29 57 182.75
1 30 58 183.32
1 31 59 180.10
1 32 60 177.97
1 33 61 178.57
1 34 62 177.92
1 35 63 182.79
1 36 64 179.25
1 37 65 182.66
1 38 66 188.31
1 39 67 187.20
1 40 68 183.95
1 41 69 185.81
1 42 70 187.41
1 43 71 181.95
1 44 72 194.15
1 45 73 184.35
1 46 74 183.76
1 47 75 182.86
1 48 76 181.90
1 49 77 184.80
1 50 78 187.82
1 51 79 187.01
1 52 80 189.08
1 53 81 196.90
1 54 82 200.31
1 55 83 198.96
1 56 84 193.78
1 57 85 190.61
1 58 86 186.98
1 59 87 184.26
1 60 88 183.60
1 61 89 179.75
1 62 90 187.09
1 63 91 182.69
1 64 92 185.20
1 65 93 188.47
1 66 94 189.58
1 67 95 181.38
1 68 96 183.32
1 69 97 183.08
1 70 98 186.74
1 71 99 184.89
1 72 100 177.63
1 1 30 179.26
1 2 31 190.83
1 3 32 195.06
1 4 33 184.28
1 5 34 187.42
1 6 35 184.26
1 7 36 184.47
1 8 37 181.20
1 9 38 184.70
1 10 39 181.86
1 11 40 186.72
1 12 41 179.90
1 13 42 178.06
1 14 43 185.10
1 15 44 184.14
1 16 45 186.40
1 17 46 179.40
1 18 47 181.56
1 19 48 175.95
1 20 49 177.47
1 21 50 180.78
1 22 51 185.43
1 23 52 183.92
1 24 53 188.90
1 25 54 187.80
1 26 55 185.01
1 27 56 190.13
1 28 57 192.88
1 29 58 192.80
1 30 59 190.42
1 31 60 185.64
1 32 61 188.06
1 33 62 182.57
1 34 63 187.18
1 35 64 192.59
1 36 65 183.84
1 37 66 194.48
1 38 67 191.96
1 39 68 192.84
1 40 69 187.87
1 41 70 193.80
1 42 71 189.12
1 43 72 196.68
1 44 73 196.88
1 45 74 185.26
1 46 75 196.82
1 47 76 187.39
1 48 77 190.79
1 49 78 193.45
1 50 79 191.17
1 51 80 190.10
1 52 81 206.24
1 53 82 207.43
1 54 83 205.44
1 55 84 199.37
1 56 85 199.91
1 57 86 192.92
1 58 87 188.86
1 59 88 189.64
1 60 89 188.30
1 61 90 187.44
1 62 91 190.10
1 63 92 195.34
1 64 93 191.62
1 65 94 189.75
1 66 95 194.66
1 67 96 190.91
1 68 97 188.66
1 69 98 188.66
1 70 99 189.04
1 71 100 191.72
1 1 31 196.28
1 2 32 195.59
1 3 33 198.04
1 4 34 191.50
1 5 35 193.80
1 6 36 186.34
1 7 37 188.36
1 8 38 186.74
1 9 39 191.74
1 10 40 191.35
1 11 41 191.64
1 12 42 183.03
1 13 43 188.31
1 14 44 185.31
1 15 45 188.16
1 16 46 188.42
1 17 47 189.56
1 18 48 184.03
1 19 49 190.67
1 20 50 181.32
1 21 51 189.22
1 22 52 186.92
1 23 53 193.84
1 24 54 196.67
1 25 55 194.31
1 26 56 193.75
1 27 57 192.98
1 28 58 202.43
1 29 59 196.66
1 30 60 191.32
1 31 61 198.05
1 32 62 190.48
1 33 63 191.92
1 34 64 196.81
1 35 65 196.25
1 36 66 199.90
1 37 67 202.08
1 38 68 199.20
1 39 69 200.03
1 40 70 194.25
1 41 71 194.19
1 42 72 197.34
1 43 73 197.20
1 44 74 200.65
1 45 75 203.04
1 46 76 200.91
1 47 77 190.92
1 48 78 193.57
1 49 79 194.41
1 50 80 196.45
1 51 81 207.15
1 52 82 216.78
1 53 83 211.72
1 54 84 210.49
1 55 85 206.54
1 56 86 206.94
1 57 87 198.62
1 58 88 202.49
1 59 89 193.50
1 60 90 189.88
1 61 91 202.78
1 62 92 203.62
1 63 93 198.11
1 64 94 192.99
1 65 95 198.44
1 66 96 204.65
1 67 97 194.92
1 68 98 190.45
1 69 99 189.65
1 70 100 192.91
1 1 32 201.31
1 2 33 204.15
1 3 34 200.20
1 4 35 195.44
1 5 36 195.87
1 6 37 189.12
1 7 38 197.06
1 8 39 203.54
1 9 40 197.16
1 10 41 194.45
1 11 42 198.54
1 12 43 194.30
1 13 44 193.12
1 14 45 188.85
1 15 46 197.43
1 16 47 196.31
1 17 48 197.56
1 18 49 196.64
1 19 50 191.03
1 20 51 190.95
1 21 52 191.89
1 22 53 198.40
1 23 54 199.09
1 24 55 198.06
1 25 56 200.89
1 26 57 197.98
1 27 58 205.64
1 28 59 207.67
1 29 60 198.56
1 30 61 205.30
1 31 62 202.45
1 32 63 201.37
1 33 64 197.76
1 34 65 196.81
1 35 66 205.96
1 36 67 202.21
1 37 68 203.47
1 38 69 202.08
1 39 70 204.70
1 40 71 202.01
1 41 72 208.05
1 42 73 199.62
1 43 74 207.11
1 44 75 203.30
1 45 76 203.80
1 46 77 202.90
1 47 78 199.53
1 48 79 203.14
1 49 80 204.79
1 50 81 208.99
1 51 82 217.77
1 52 83 217.99
1 53 84 212.07
1 54 85 215.48
1 55 86 208.81
1 56 87 212.46
1 57 88 203.62
1 58 89 207.53
1 59 90 196.42
1 60 91 205.41
1 61 92 205.59
1 62 93 208.64
1 63 94 205.79
1 64 95 205.74
1 65 96 205.89
1 66 97 208.70
1 67 98 200.18
1 68 99 192.33
1 69 100 194.98
1 1 33 208.65
1 2 34 204.65
1 3 35 201.07
1 4 36 201.61
1 5 37 196.65
1 6 38 199.98
1 7 39 205.63
1 8 40 206.74
1 9 41 198.60
1 10 42 200.94
1 11 43 206.85
1 12 44 195.76
1 13 45 195.25
1 14 46 200.68
1 15 47 205.76
1 16 48 198.20
1 17 49 203.64
1 18 50 199.12
1 19 51 193.85
1 20 52 192.54
1 21 53 202.62
1 22 54 205.34
1 23 55 202.43
1 24 56 205.97
1 25 57 207.15
1 26 58 212.98
1 27 59 215.09
1 28 60 208.57
1 29 61 211.01
1 30 62 205.47
1 31 63 206.77
1 32 64 207.28
1 33 65 202.65
1 34 66 206.67
1 35 67 209.34
1 36 68 210.05
1 37 69 205.33
1 38 70 211.21
1 39 71 208.13
1 40 72 213.95
1 41 73 208.62
1 42 74 211.30
1 43 75 213.64
1 44 76 214.82
1 45 77 212.07
1 46 78 210.23
1 47 79 210.00
1 48 80 208.61
1 49 81 211.23
1 50 82 220.36
1 51 83 221.85
1 52 84 221.90
1 53 85 216.88
1 54 86 215.74
1 55 87 212.60
1 56 88 213.68
1 57 89 210.72
1 58 90 212.19
1 59 91 209.21
1 60 92 206.58
1 61 93 209.83
1 62 94 212.14
1 63 95 211.38
1 64 96 206.48
1 65 97 208.80
1 66 98 210.28
1 67 99 203.34
1 68 100 201.04
1 1 34 210.87
1 2 35 205.86
1 3 36 202.66
1 4 37 205.40
1 5 38 205.01
1 6 39 209.14
1 7 40 208.22
1 8 41 210.42
1 9 42 204.55
1 10 43 207.33
1 11 44 209.83
1 12 45 196.24
1 13 46 207.07
1 14 47 206.43
1 15 48 206.46
1 16 49 204.81
1 17 50 203.77
1 18 51 202.79
1 19 52 196.83
1 20 53 205.91
1 21 54 207.69
1 22 55 206.17
1 23 56 210.30
1 24 57 207.16
1 25 58 215.23
